entidad,anio_mes,visitas,entidad_federativa,fecha,entidad_etq
Puebla,2020-08,20,Puebla,01/08/2020,Puebla
Querétaro,2020-08,28,Querétaro,01/08/2020,Querétaro
Quintana Roo,2020-08,37,Quintana Roo,01/08/2020,Quintana Roo
San Luis Potosí,2020-08,17,San Luis Potosí,01/08/2020,San Luis Potosí
Sinaloa,2020-08,46,Sinaloa,01/08/2020,Sinaloa
Sonora,2020-08,18,Sonora,01/08/2020,Sonora
Tabasco,2020-08,15,Tabasco,01/08/2020,Tabasco
Tamaulipas,2020-08,76,Tamaulipas,01/08/2020,Tamaulipas
Tlaxcala,2020-08,11,Tlaxcala,01/08/2020,Tlaxcala
Veracruz de Ignacio de la Llave,2020-08,42,Veracruz,01/08/2020,Veracruz
Yucatán,2020-08,30,Yucatán,01/08/2020,Yucatán
Zacatecas,2020-08,17,Zacatecas,01/08/2020,Zacatecas
Aguascalientes,2020-09,25,Aguascalientes,01/09/2020,Aguascalientes
Baja California,2020-09,353,Baja California,01/09/2020,Baja California
Baja California Sur,2020-09,43,Baja California Sur,01/09/2020,Baja California Sur
Campeche,2020-09,0,Campeche,01/09/2020,Campeche
Chiapas,2020-09,47,Chiapas,01/09/2020,Chiapas
Chihuahua,2020-09,41,Chihuahua,01/09/2020,Chihuahua
Coahuila de Zaragoza,2020-09,27,Coahuila,01/09/2020,Coahuila
Colima,2020-09,35,Colima,01/09/2020,Colima
Ciudad de México,2020-09,49,Ciudad de México,01/09/2020,Ciudad de México
Durango,2020-09,16,Durango,01/09/2020,Durango
México,2020-09,59,México,01/09/2020,Estado de México
Guanajuato,2020-09,10,Guanajuato,01/09/2020,Guanajuato
Guerrero,2020-09,66,Guerrero,01/09/2020,Guerrero
Hidalgo,2020-09,27,Hidalgo,01/09/2020,Hidalgo
Jalisco,2020-09,27,Jalisco,01/09/2020,Jalisco
Michoacán de Ocampo,2020-09,30,Michoacán,01/09/2020,Michoacán
Morelos,2020-09,24,Morelos,01/09/2020,Morelos
Nayarit,2020-09,22,Nayarit,01/09/2020,Nayarit
Nuevo León,2020-09,0,Nuevo León,01/09/2020,Nuevo León
Oaxaca,2020-09,34,Oaxaca,01/09/2020,Oaxaca
Puebla,2020-09,14,Puebla,01/09/2020,Puebla
Querétaro,2020-09,33,Querétaro,01/09/2020,Querétaro
Quintana Roo,2020-09,31,Quintana Roo,01/09/2020,Quintana Roo
San Luis Potosí,2020-09,19,San Luis Potosí,01/09/2020,San Luis Potosí
Sinaloa,2020-09,48,Sinaloa,01/09/2020,Sinaloa
Sonora,2020-09,23,Sonora,01/09/2020,Sonora
Tabasco,2020-09,14,Tabasco,01/09/2020,Tabasco
Tamaulipas,2020-09,80,Tamaulipas,01/09/2020,Tamaulipas
Tlaxcala,2020-09,18,Tlaxcala,01/09/2020,Tlaxcala
Veracruz de Ignacio de la Llave,2020-09,42,Veracruz,01/09/2020,Veracruz
Yucatán,2020-09,22,Yucatán,01/09/2020,Yucatán
Zacatecas,2020-09,15,Zacatecas,01/09/2020,Zacatecas
Aguascalientes,2020-10,28,Aguascalientes,01/10/2020,Aguascalientes
Baja California,2020-10,354,Baja California,01/10/2020,Baja California
Baja California Sur,2020-10,41,Baja California Sur,01/10/2020,Baja California Sur
Campeche,2020-10,0,Campeche,01/10/2020,Campeche
Chiapas,2020-10,54,Chiapas,01/10/2020,Chiapas
Chihuahua,2020-10,64,Chihuahua,01/10/2020,Chihuahua
Coahuila de Zaragoza,2020-10,32,Coahuila,01/10/2020,Coahuila
Colima,2020-10,31,Colima,01/10/2020,Colima
Ciudad de México,2020-10,48,Ciudad de México,01/10/2020,Ciudad de México
Durango,2020-10,15,Durango,01/10/2020,Durango
México,2020-10,32,México,01/10/2020,Estado de México
Guanajuato,2020-10,9,Guanajuato,01/10/2020,Guanajuato
Guerrero,2020-10,75,Guerrero,01/10/2020,Guerrero
Hidalgo,2020-10,13,Hidalgo,01/10/2020,Hidalgo
Jalisco,2020-10,34,Jalisco,01/10/2020,Jalisco
Michoacán de Ocampo,2020-10,38,Michoacán,01/10/2020,Michoacán
Morelos,2020-10,27,Morelos,01/10/2020,Morelos
Nayarit,2020-10,20,Nayarit,01/10/2020,Nayarit
Nuevo León,2020-10,0,Nuevo León,01/10/2020,Nuevo León
Oaxaca,2020-10,30,Oaxaca,01/10/2020,Oaxaca
Puebla,2020-10,22,Puebla,01/10/2020,Puebla
Querétaro,2020-10,30,Querétaro,01/10/2020,Querétaro
Quintana Roo,2020-10,33,Quintana Roo,01/10/2020,Quintana Roo
San Luis Potosí,2020-10,17,San Luis Potosí,01/10/2020,San Luis Potosí
Sinaloa,2020-10,42,Sinaloa,01/10/2020,Sinaloa
Sonora,2020-10,17,Sonora,01/10/2020,Sonora
Tabasco,2020-10,17,Tabasco,01/10/2020,Tabasco
Tamaulipas,2020-10,86,Tamaulipas,01/10/2020,Tamaulipas
Tlaxcala,2020-10,17,Tlaxcala,01/10/2020,Tlaxcala
Veracruz de Ignacio de la Llave,2020-10,47,Veracruz,01/10/2020,Veracruz
Yucatán,2020-10,21,Yucatán,01/10/2020,Yucatán
Zacatecas,2020-10,16,Zacatecas,01/10/2020,Zacatecas
Aguascalientes,2020-11,28,Aguascalientes,01/11/2020,Aguascalientes
Baja California,2020-11,342,Baja California,01/11/2020,Baja California
Baja California Sur,2020-11,38,Baja California Sur,01/11/2020,Baja California Sur
Campeche,2020-11,0,Campeche,01/11/2020,Campeche
Chiapas,2020-11,51,Chiapas,01/11/2020,Chiapas
Chihuahua,2020-11,41,Chihuahua,01/11/2020,Chihuahua
Coahuila de Zaragoza,2020-11,38,Coahuila,01/11/2020,Coahuila
Colima,2020-11,30,Colima,01/11/2020,Colima
Ciudad de México,2020-11,47,Ciudad de México,01/11/2020,Ciudad de México
Durango,2020-11,12,Durango,01/11/2020,Durango
México,2020-11,37,México,01/11/2020,Estado de México
Guanajuato,2020-11,9,Guanajuato,01/11/2020,Guanajuato
Guerrero,2020-11,61,Guerrero,01/11/2020,Guerrero
Hidalgo,2020-11,16,Hidalgo,01/11/2020,Hidalgo
Jalisco,2020-11,32,Jalisco,01/11/2020,Jalisco
Michoacán de Ocampo,2020-11,31,Michoacán,01/11/2020,Michoacán
Morelos,2020-11,30,Morelos,01/11/2020,Morelos
Nayarit,2020-11,30,Nayarit,01/11/2020,Nayarit
Nuevo León,2020-11,0,Nuevo León,01/11/2020,Nuevo León
Oaxaca,2020-11,19,Oaxaca,01/11/2020,Oaxaca
Puebla,2020-11,22,Puebla,01/11/2020,Puebla
Querétaro,2020-11,30,Querétaro,01/11/2020,Querétaro
Quintana Roo,2020-11,27,Quintana Roo,01/11/2020,Quintana Roo
San Luis Potosí,2020-11,17,San Luis Potosí,01/11/2020,San Luis Potosí
Sinaloa,2020-11,42,Sinaloa,01/11/2020,Sinaloa
Sonora,2020-11,19,Sonora,01/11/2020,Sonora
Tabasco,2020-11,13,Tabasco,01/11/2020,Tabasco
Tamaulipas,2020-11,75,Tamaulipas,01/11/2020,Tamaulipas
Tlaxcala,2020-11,15,Tlaxcala,01/11/2020,Tlaxcala
Veracruz de Ignacio de la Llave,2020-11,39,Veracruz,01/11/2020,Veracruz
Yucatán,2020-11,21,Yucatán,01/11/2020,Yucatán
Zacatecas,2020-11,15,Zacatecas,01/11/2020,Zacatecas
Aguascalientes,2020-12,21,Aguascalientes,01/12/2020,Aguascalientes
Baja California,2020-12,285,Baja California,01/12/2020,Baja California
Baja California Sur,2020-12,41,Baja California Sur,01/12/2020,Baja California Sur
Campeche,2020-12,0,Campeche,01/12/2020,Campeche
Chiapas,2020-12,42,Chiapas,01/12/2020,Chiapas
Chihuahua,2020-12,31,Chihuahua,01/12/2020,Chihuahua
Coahuila de Zaragoza,2020-12,22,Coahuila,01/12/2020,Coahuila
Colima,2020-12,31,Colima,01/12/2020,Colima
Ciudad de México,2020-12,46,Ciudad de México,01/12/2020,Ciudad de México
Durango,2020-12,10,Durango,01/12/2020,Durango
México,2020-12,44,México,01/12/2020,Estado de México
Guanajuato,2020-12,5,Guanajuato,01/12/2020,Guanajuato
Guerrero,2020-12,68,Guerrero,01/12/2020,Guerrero
Hidalgo,2020-12,27,Hidalgo,01/12/2020,Hidalgo
Jalisco,2020-12,6,Jalisco,01/12/2020,Jalisco
Michoacán de Ocampo,2020-12,16,Michoacán,01/12/2020,Michoacán
Morelos,2020-12,25,Morelos,01/12/2020,Morelos
Nayarit,2020-12,21,Nayarit,01/12/2020,Nayarit
Nuevo León,2020-12,0,Nuevo León,01/12/2020,Nuevo León
Oaxaca,2020-12,30,Oaxaca,01/12/2020,Oaxaca
Puebla,2020-12,33,Puebla,01/12/2020,Puebla
Querétaro,2020-12,28,Querétaro,01/12/2020,Querétaro
Quintana Roo,2020-12,15,Quintana Roo,01/12/2020,Quintana Roo
San Luis Potosí,2020-12,18,San Luis Potosí,01/12/2020,San Luis Potosí
Sinaloa,2020-12,0,Sinaloa,01/12/2020,Sinaloa
Sonora,2020-12,13,Sonora,01/12/2020,Sonora
Tabasco,2020-12,19,Tabasco,01/12/2020,Tabasco
Tamaulipas,2020-12,39,Tamaulipas,01/12/2020,Tamaulipas
Tlaxcala,2020-12,11,Tlaxcala,01/12/2020,Tlaxcala
Veracruz de Ignacio de la Llave,2020-12,37,Veracruz,01/12/2020,Veracruz
Yucatán,2020-12,23,Yucatán,01/12/2020,Yucatán
Zacatecas,2020-12,0,Zacatecas,01/12/2020,Zacatecas
Aguascalientes,2021-01,28,Aguascalientes,01/01/2021,Aguascalientes
Baja California,2021-01,429,Baja California,01/01/2021,Baja California
Baja California Sur,2021-01,40,Baja California Sur,01/01/2021,Baja California Sur
Campeche,2021-01,0,Campeche,01/01/2021,Campeche
Chiapas,2021-01,33,Chiapas,01/01/2021,Chiapas
Chihuahua,2021-01,31,Chihuahua,01/01/2021,Chihuahua
Coahuila de Zaragoza,2021-01,16,Coahuila,01/01/2021,Coahuila
Colima,2021-01,31,Colima,01/01/2021,Colima
Ciudad de México,2021-01,51,Ciudad de México,01/01/2021,Ciudad de México
Durango,2021-01,11,Durango,01/01/2021,Durango
México,2021-01,44,México,01/01/2021,Estado de México
Guanajuato,2021-01,8,Guanajuato,01/01/2021,Guanajuato
Guerrero,2021-01,50,Guerrero,01/01/2021,Guerrero
Hidalgo,2021-01,14,Hidalgo,01/01/2021,Hidalgo
Jalisco,2021-01,24,Jalisco,01/01/2021,Jalisco
Michoacán de Ocampo,2021-01,20,Michoacán,01/01/2021,Michoacán
Morelos,2021-01,22,Morelos,01/01/2021,Morelos
Nayarit,2021-01,16,Nayarit,01/01/2021,Nayarit
Nuevo León,2021-01,0,Nuevo León,01/01/2021,Nuevo León
Oaxaca,2021-01,28,Oaxaca,01/01/2021,Oaxaca
Puebla,2021-01,24,Puebla,01/01/2021,Puebla
Querétaro,2021-01,25,Querétaro,01/01/2021,Querétaro
Quintana Roo,2021-01,5,Quintana Roo,01/01/2021,Quintana Roo
San Luis Potosí,2021-01,21,San Luis Potosí,01/01/2021,San Luis Potosí
Sinaloa,2021-01,25,Sinaloa,01/01/2021,Sinaloa
Sonora,2021-01,24,Sonora,01/01/2021,Sonora
Tabasco,2021-01,5,Tabasco,01/01/2021,Tabasco
Tamaulipas,2021-01,66,Tamaulipas,01/01/2021,Tamaulipas
Tlaxcala,2021-01,7,Tlaxcala,01/01/2021,Tlaxcala
Veracruz de Ignacio de la Llave,2021-01,33,Veracruz,01/01/2021,Veracruz
Yucatán,2021-01,34,Yucatán,01/01/2021,Yucatán
Zacatecas,2021-01,20,Zacatecas,01/01/2021,Zacatecas
Aguascalientes,2021-02,30,Aguascalientes,01/02/2021,Aguascalientes
Baja California,2021-02,448,Baja California,01/02/2021,Baja California
Baja California Sur,2021-02,44,Baja California Sur,01/02/2021,Baja California Sur
Campeche,2021-02,0,Campeche,01/02/2021,Campeche
Chiapas,2021-02,38,Chiapas,01/02/2021,Chiapas
Chihuahua,2021-02,33,Chihuahua,01/02/2021,Chihuahua
Coahuila de Zaragoza,2021-02,26,Coahuila,01/02/2021,Coahuila
Colima,2021-02,33,Colima,01/02/2021,Colima
Ciudad de México,2021-02,49,Ciudad de México,01/02/2021,Ciudad de México
Durango,2021-02,10,Durango,01/02/2021,Durango
México,2021-02,35,México,01/02/2021,Estado de México
Guanajuato,2021-02,10,Guanajuato,01/02/2021,Guanajuato
Guerrero,2021-02,48,Guerrero,01/02/2021,Guerrero
Hidalgo,2021-02,31,Hidalgo,01/02/2021,Hidalgo
Jalisco,2021-02,12,Jalisco,01/02/2021,Jalisco
Michoacán de Ocampo,2021-02,30,Michoacán,01/02/2021,Michoacán
Morelos,2021-02,27,Morelos,01/02/2021,Morelos
Nayarit,2021-02,19,Nayarit,01/02/2021,Nayarit
Nuevo León,2021-02,17,Nuevo León,01/02/2021,Nuevo León
Oaxaca,2021-02,20,Oaxaca,01/02/2021,Oaxaca
Puebla,2021-02,20,Puebla,01/02/2021,Puebla
Querétaro,2021-02,36,Querétaro,01/02/2021,Querétaro
Quintana Roo,2021-02,21,Quintana Roo,01/02/2021,Quintana Roo
San Luis Potosí,2021-02,21,San Luis Potosí,01/02/2021,San Luis Potosí
Sinaloa,2021-02,30,Sinaloa,01/02/2021,Sinaloa
Sonora,2021-02,23,Sonora,01/02/2021,Sonora
Tabasco,2021-02,15,Tabasco,01/02/2021,Tabasco
Tamaulipas,2021-02,72,Tamaulipas,01/02/2021,Tamaulipas
Tlaxcala,2021-02,1,Tlaxcala,01/02/2021,Tlaxcala
Veracruz de Ignacio de la Llave,2021-02,31,Veracruz,01/02/2021,Veracruz
Yucatán,2021-02,39,Yucatán,01/02/2021,Yucatán
Zacatecas,2021-02,17,Zacatecas,01/02/2021,Zacatecas
Aguascalientes,2021-03,30,Aguascalientes,01/03/2021,Aguascalientes
Baja California,2021-03,301,Baja California,01/03/2021,Baja California
Baja California Sur,2021-03,41,Baja California Sur,01/03/2021,Baja California Sur
Campeche,2021-03,11,Campeche,01/03/2021,Campeche
Chiapas,2021-03,39,Chiapas,01/03/2021,Chiapas
Chihuahua,2021-03,27,Chihuahua,01/03/2021,Chihuahua
Coahuila de Zaragoza,2021-03,31,Coahuila,01/03/2021,Coahuila
Colima,2021-03,31,Colima,01/03/2021,Colima
Ciudad de México,2021-03,40,Ciudad de México,01/03/2021,Ciudad de México
Durango,2021-03,10,Durango,01/03/2021,Durango
México,2021-03,7,México,01/03/2021,Estado de México
Guanajuato,2021-03,8,Guanajuato,01/03/2021,Guanajuato
Guerrero,2021-03,34,Guerrero,01/03/2021,Guerrero
Hidalgo,2021-03,36,Hidalgo,01/03/2021,Hidalgo
Jalisco,2021-03,5,Jalisco,01/03/2021,Jalisco
Michoacán de Ocampo,2021-03,8,Michoacán,01/03/2021,Michoacán
Morelos,2021-03,31,Morelos,01/03/2021,Morelos
Nayarit,2021-03,5,Nayarit,01/03/2021,Nayarit
Nuevo León,2021-03,0,Nuevo León,01/03/2021,Nuevo León
Oaxaca,2021-03,21,Oaxaca,01/03/2021,Oaxaca
Puebla,2021-03,24,Puebla,01/03/2021,Puebla
Querétaro,2021-03,26,Querétaro,01/03/2021,Querétaro
Quintana Roo,2021-03,15,Quintana Roo,01/03/2021,Quintana Roo
San Luis Potosí,2021-03,23,San Luis Potosí,01/03/2021,San Luis Potosí
Sinaloa,2021-03,28,Sinaloa,01/03/2021,Sinaloa
Sonora,2021-03,24,Sonora,01/03/2021,Sonora
Tabasco,2021-03,7,Tabasco,01/03/2021,Tabasco
Tamaulipas,2021-03,71,Tamaulipas,01/03/2021,Tamaulipas
Tlaxcala,2021-03,0,Tlaxcala,01/03/2021,Tlaxcala
Veracruz de Ignacio de la Llave,2021-03,33,Veracruz,01/03/2021,Veracruz
Yucatán,2021-03,10,Yucatán,01/03/2021,Yucatán
Zacatecas,2021-03,16,Zacatecas,01/03/2021,Zacatecas
Aguascalientes,2021-04,29,Aguascalientes,01/04/2021,Aguascalientes
Baja California,2021-04,346,Baja California,01/04/2021,Baja California
Baja California Sur,2021-04,36,Baja California Sur,01/04/2021,Baja California Sur
Campeche,2021-04,18,Campeche,01/04/2021,Campeche
Chiapas,2021-04,59,Chiapas,01/04/2021,Chiapas
Chihuahua,2021-04,35,Chihuahua,01/04/2021,Chihuahua
Coahuila de Zaragoza,2021-04,28,Coahuila,01/04/2021,Coahuila
Colima,2021-04,35,Colima,01/04/2021,Colima
Ciudad de México,2021-04,52,Ciudad de México,01/04/2021,Ciudad de México
Durango,2021-04,10,Durango,01/04/2021,Durango
México,2021-04,37,México,01/04/2021,Estado de México
Guanajuato,2021-04,3,Guanajuato,01/04/2021,Guanajuato
Guerrero,2021-04,36,Guerrero,01/04/2021,Guerrero
Hidalgo,2021-04,28,Hidalgo,01/04/2021,Hidalgo
Jalisco,2021-04,11,Jalisco,01/04/2021,Jalisco
Michoacán de Ocampo,2021-04,2,Michoacán,01/04/2021,Michoacán
Morelos,2021-04,23,Morelos,01/04/2021,Morelos
Nayarit,2021-04,0,Nayarit,01/04/2021,Nayarit
Nuevo León,2021-04,5,Nuevo León,01/04/2021,Nuevo León
Oaxaca,2021-04,29,Oaxaca,01/04/2021,Oaxaca
Puebla,2021-04,20,Puebla,01/04/2021,Puebla
Querétaro,2021-04,32,Querétaro,01/04/2021,Querétaro
Quintana Roo,2021-04,20,Quintana Roo,01/04/2021,Quintana Roo
San Luis Potosí,2021-04,21,San Luis Potosí,01/04/2021,San Luis Potosí
Sinaloa,2021-04,21,Sinaloa,01/04/2021,Sinaloa
Sonora,2021-04,23,Sonora,01/04/2021,Sonora
Tabasco,2021-04,30,Tabasco,01/04/2021,Tabasco
Tamaulipas,2021-04,71,Tamaulipas,01/04/2021,Tamaulipas
Tlaxcala,2021-04,0,Tlaxcala,01/04/2021,Tlaxcala
Veracruz de Ignacio de la Llave,2021-04,33,Veracruz,01/04/2021,Veracruz
Yucatán,2021-04,21,Yucatán,01/04/2021,Yucatán
Zacatecas,2021-04,20,Zacatecas,01/04/2021,Zacatecas
Aguascalientes,2021-05,16,Aguascalientes,01/05/2021,Aguascalientes
Baja California,2021-05,476,Baja California,01/05/2021,Baja California
Baja California Sur,2021-05,47,Baja California Sur,01/05/2021,Baja California Sur
Campeche,2021-05,0,Campeche,01/05/2021,Campeche
Chiapas,2021-05,51,Chiapas,01/05/2021,Chiapas
Chihuahua,2021-05,34,Chihuahua,01/05/2021,Chihuahua
Coahuila de Zaragoza,2021-05,31,Coahuila,01/05/2021,Coahuila
Colima,2021-05,28,Colima,01/05/2021,Colima
Ciudad de México,2021-05,53,Ciudad de México,01/05/2021,Ciudad de México
Durango,2021-05,13,Durango,01/05/2021,Durango
México,2021-05,38,México,01/05/2021,Estado de México
Guanajuato,2021-05,9,Guanajuato,01/05/2021,Guanajuato
Guerrero,2021-05,45,Guerrero,01/05/2021,Guerrero
Hidalgo,2021-05,26,Hidalgo,01/05/2021,Hidalgo
Jalisco,2021-05,2,Jalisco,01/05/2021,Jalisco
Michoacán de Ocampo,2021-05,0,Michoacán,01/05/2021,Michoacán
Morelos,2021-05,25,Morelos,01/05/2021,Morelos
Nayarit,2021-05,14,Nayarit,01/05/2021,Nayarit
Nuevo León,2021-05,45,Nuevo León,01/05/2021,Nuevo León
Oaxaca,2021-05,24,Oaxaca,01/05/2021,Oaxaca
Puebla,2021-05,23,Puebla,01/05/2021,Puebla
Querétaro,2021-05,30,Querétaro,01/05/2021,Querétaro
Quintana Roo,2021-05,19,Quintana Roo,01/05/2021,Quintana Roo
San Luis Potosí,2021-05,22,San Luis Potosí,01/05/2021,San Luis Potosí
Sinaloa,2021-05,33,Sinaloa,01/05/2021,Sinaloa
Sonora,2021-05,24,Sonora,01/05/2021,Sonora
Tabasco,2021-05,35,Tabasco,01/05/2021,Tabasco
Tamaulipas,2021-05,81,Tamaulipas,01/05/2021,Tamaulipas
Tlaxcala,2021-05,0,Tlaxcala,01/05/2021,Tlaxcala
Veracruz de Ignacio de la Llave,2021-05,35,Veracruz,01/05/2021,Veracruz
Yucatán,2021-05,26,Yucatán,01/05/2021,Yucatán
Zacatecas,2021-05,16,Zacatecas,01/05/2021,Zacatecas
Aguascalientes,2021-06,24,Aguascalientes,01/06/2021,Aguascalientes
Baja California,2021-06,497,Baja California,01/06/2021,Baja California
Baja California Sur,2021-06,45,Baja California Sur,01/06/2021,Baja California Sur
Campeche,2021-06,26,Campeche,01/06/2021,Campeche
Chiapas,2021-06,44,Chiapas,01/06/2021,Chiapas
Chihuahua,2021-06,38,Chihuahua,01/06/2021,Chihuahua
Coahuila de Zaragoza,2021-06,44,Coahuila,01/06/2021,Coahuila
Colima,2021-06,39,Colima,01/06/2021,Colima
Ciudad de México,2021-06,52,Ciudad de México,01/06/2021,Ciudad de México
Durango,2021-06,10,Durango,01/06/2021,Durango
México,2021-06,35,México,01/06/2021,Estado de México
Guanajuato,2021-06,9,Guanajuato,01/06/2021,Guanajuato
Guerrero,2021-06,48,Guerrero,01/06/2021,Guerrero
Hidalgo,2021-06,31,Hidalgo,01/06/2021,Hidalgo
Jalisco,2021-06,49,Jalisco,01/06/2021,Jalisco
Michoacán de Ocampo,2021-06,26,Michoacán,01/06/2021,Michoacán
Morelos,2021-06,22,Morelos,01/06/2021,Morelos
Nayarit,2021-06,41,Nayarit,01/06/2021,Nayarit
Nuevo León,2021-06,50,Nuevo León,01/06/2021,Nuevo León
Oaxaca,2021-06,28,Oaxaca,01/06/2021,Oaxaca
Puebla,2021-06,22,Puebla,01/06/2021,Puebla
Querétaro,2021-06,25,Querétaro,01/06/2021,Querétaro
Quintana Roo,2021-06,27,Quintana Roo,01/06/2021,Quintana Roo
San Luis Potosí,2021-06,22,San Luis Potosí,01/06/2021,San Luis Potosí
Sinaloa,2021-06,39,Sinaloa,01/06/2021,Sinaloa
Sonora,2021-06,30,Sonora,01/06/2021,Sonora
Tabasco,2021-06,48,Tabasco,01/06/2021,Tabasco
Tamaulipas,2021-06,68,Tamaulipas,01/06/2021,Tamaulipas
Tlaxcala,2021-06,0,Tlaxcala,01/06/2021,Tlaxcala
Veracruz de Ignacio de la Llave,2021-06,37,Veracruz,01/06/2021,Veracruz
Yucatán,2021-06,11,Yucatán,01/06/2021,Yucatán
Zacatecas,2021-06,16,Zacatecas,01/06/2021,Zacatecas
Aguascalientes,2021-07,26,Aguascalientes,01/07/2021,Aguascalientes
Baja California,2021-07,504,Baja California,01/07/2021,Baja California
Baja California Sur,2021-07,39,Baja California Sur,01/07/2021,Baja California Sur
Campeche,2021-07,29,Campeche,01/07/2021,Campeche
Chiapas,2021-07,36,Chiapas,01/07/2021,Chiapas
Chihuahua,2021-07,33,Chihuahua,01/07/2021,Chihuahua
Coahuila de Zaragoza,2021-07,36,Coahuila,01/07/2021,Coahuila
Colima,2021-07,30,Colima,01/07/2021,Colima
Ciudad de México,2021-07,50,Ciudad de México,01/07/2021,Ciudad de México
Durango,2021-07,10,Durango,01/07/2021,Durango
México,2021-07,36,México,01/07/2021,Estado de México
Guanajuato,2021-07,17,Guanajuato,01/07/2021,Guanajuato
Guerrero,2021-07,46,Guerrero,01/07/2021,Guerrero
Hidalgo,2021-07,19,Hidalgo,01/07/2021,Hidalgo
Jalisco,2021-07,22,Jalisco,01/07/2021,Jalisco
Michoacán de Ocampo,2021-07,27,Michoacán,01/07/2021,Michoacán
Morelos,2021-07,33,Morelos,01/07/2021,Morelos
Nayarit,2021-07,21,Nayarit,01/07/2021,Nayarit
Nuevo León,2021-07,55,Nuevo León,01/07/2021,Nuevo León
Oaxaca,2021-07,34,Oaxaca,01/07/2021,Oaxaca
Puebla,2021-07,20,Puebla,01/07/2021,Puebla
Querétaro,2021-07,25,Querétaro,01/07/2021,Querétaro
Quintana Roo,2021-07,23,Quintana Roo,01/07/2021,Quintana Roo
San Luis Potosí,2021-07,22,San Luis Potosí,01/07/2021,San Luis Potosí
Sinaloa,2021-07,49,Sinaloa,01/07/2021,Sinaloa
Sonora,2021-07,19,Sonora,01/07/2021,Sonora
Tabasco,2021-07,21,Tabasco,01/07/2021,Tabasco
Tamaulipas,2021-07,70,Tamaulipas,01/07/2021,Tamaulipas
Tlaxcala,2021-07,0,Tlaxcala,01/07/2021,Tlaxcala
Veracruz de Ignacio de la Llave,2021-07,43,Veracruz,01/07/2021,Veracruz
Yucatán,2021-07,19,Yucatán,01/07/2021,Yucatán
Zacatecas,2021-07,19,Zacatecas,01/07/2021,Zacatecas
Aguascalientes,2021-08,11,Aguascalientes,01/08/2021,Aguascalientes
Baja California,2021-08,433,Baja California,01/08/2021,Baja California
Baja California Sur,2021-08,42,Baja California Sur,01/08/2021,Baja California Sur
Campeche,2021-08,27,Campeche,01/08/2021,Campeche
Chiapas,2021-08,41,Chiapas,01/08/2021,Chiapas
Chihuahua,2021-08,35,Chihuahua,01/08/2021,Chihuahua
Coahuila de Zaragoza,2021-08,15,Coahuila,01/08/2021,Coahuila
Colima,2021-08,25,Colima,01/08/2021,Colima
Ciudad de México,2021-08,49,Ciudad de México,01/08/2021,Ciudad de México
Durango,2021-08,10,Durango,01/08/2021,Durango
México,2021-08,33,México,01/08/2021,Estado de México
Guanajuato,2021-08,1,Guanajuato,01/08/2021,Guanajuato
Guerrero,2021-08,48,Guerrero,01/08/2021,Guerrero
Hidalgo,2021-08,14,Hidalgo,01/08/2021,Hidalgo
Jalisco,2021-08,0,Jalisco,01/08/2021,Jalisco
Michoacán de Ocampo,2021-08,19,Michoacán,01/08/2021,Michoacán
Morelos,2021-08,23,Morelos,01/08/2021,Morelos
Nayarit,2021-08,26,Nayarit,01/08/2021,Nayarit
Nuevo León,2021-08,0,Nuevo León,01/08/2021,Nuevo León
Oaxaca,2021-08,38,Oaxaca,01/08/2021,Oaxaca
Puebla,2021-08,22,Puebla,01/08/2021,Puebla
Querétaro,2021-08,29,Querétaro,01/08/2021,Querétaro
Quintana Roo,2021-08,17,Quintana Roo,01/08/2021,Quintana Roo
San Luis Potosí,2021-08,22,San Luis Potosí,01/08/2021,San Luis Potosí
Sinaloa,2021-08,43,Sinaloa,01/08/2021,Sinaloa
Sonora,2021-08,18,Sonora,01/08/2021,Sonora
Tabasco,2021-08,19,Tabasco,01/08/2021,Tabasco
Tamaulipas,2021-08,67,Tamaulipas,01/08/2021,Tamaulipas
Tlaxcala,2021-08,0,Tlaxcala,01/08/2021,Tlaxcala
Veracruz de Ignacio de la Llave,2021-08,37,Veracruz,01/08/2021,Veracruz
Yucatán,2021-08,0,Yucatán,01/08/2021,Yucatán
Zacatecas,2021-08,17,Zacatecas,01/08/2021,Zacatecas
Aguascalientes,2021-09,22,Aguascalientes,01/09/2021,Aguascalientes
Baja California,2021-09,497,Baja California,01/09/2021,Baja California
Baja California Sur,2021-09,41,Baja California Sur,01/09/2021,Baja California Sur
Campeche,2021-09,32,Campeche,01/09/2021,Campeche
Chiapas,2021-09,37,Chiapas,01/09/2021,Chiapas
Chihuahua,2021-09,36,Chihuahua,01/09/2021,Chihuahua
Coahuila de Zaragoza,2021-09,12,Coahuila,01/09/2021,Coahuila
Colima,2021-09,0,Colima,01/09/2021,Colima
Ciudad de México,2021-09,48,Ciudad de México,01/09/2021,Ciudad de México
Durango,2021-09,10,Durango,01/09/2021,Durango
México,2021-09,32,México,01/09/2021,Estado de México
Guanajuato,2021-09,0,Guanajuato,01/09/2021,Guanajuato
Guerrero,2021-09,49,Guerrero,01/09/2021,Guerrero
Hidalgo,2021-09,18,Hidalgo,01/09/2021,Hidalgo
Jalisco,2021-09,0,Jalisco,01/09/2021,Jalisco
Michoacán de Ocampo,2021-09,15,Michoacán,01/09/2021,Michoacán
Morelos,2021-09,20,Morelos,01/09/2021,Morelos
Nayarit,2021-09,27,Nayarit,01/09/2021,Nayarit
